identificador;enunciated;link_do_video;comment;alternativa_a;alternativa_b;alternativa_c;alternativa_d;alternativa_e;correct
PSUMGMG2019R11Q10;;https://vimeo.com/434103040;" Paciente com crise convulsiva, especialmente tônico-clônico generalizada, que dure por 5 minutos ou mais ou que apresente 2 ou mais crises sem recuperação da consciência entre elas, apresenta o chamado estado de mal convulsivo ou epiléptico. Essa é uma condição neurológica muito grave e, por isso, devemos ser bem agressivos no tratamento. Então, vamos analisar as alternativas: A – INCORRETA, a tomografia de crânio não estaria indicada nesse momento, visto que o paciente está no meio de uma convulsão e a prioridade é abortar essa crise; para isso vamos fazer uso de drogas, no entanto, a fenitoína entra como uma profilaxia, prevenindo novas crises e sendo feita após o uso de uma medicação que interrompa a crise. B – INCORRETA, todas essas medidas devem ser feitas, no entanto numa crise que dura mais de 5 minutos não devemos esperar, como fazemos numa crise de epilepsia, pois dificilmente o quadro se reverterá espontaneamente, podendo resultar em sequelas neurológicas e até morte, se nenhuma medicação for feita. C – INCORRETA, o eletroencefalograma só é solicitado na suspeita de pseudocrise, e mesmo que esse fosse o caso, tal exame não é realizado na emergência, sendo realizado na investigação ambulatorial. D – CORRETA, a classe de drogas de escolha para abortar as crises convulsivas são os benzodiazepínicos, como o midazolan.";A) A conduta imediata deve ser infusão intravenosa de fenitoína e realização de tomografia computadorizada do crânio.;B) Deve-se proteger a cabeça e posicionar o paciente em decúbito lateral para evitar aspiração, enquanto se aguarda a resolução do quadro, uma vez que a maioria das crises convulsivas é autolimitada.;C) É necessária a realização de eletroencefalograma para se firmar o diagnóstico definitivo.;D) Trata-se de uma emergência neurológica com alta mortalidade e deve ser administrado midazolam pela via intramuscular.;;
UNICAMPSPSP2019R12Q14;;https://vimeo.com/434104073; Em um quadro de dispneia súbita na presença de ausculta respiratória sem alterações, devemos sempre pensar em tromboembolismo pulmonar. Além disso, o paciente apresenta uma taquicardia sinusal, achado de ECG mais comum no TEP, e um bloqueio de ramo direito que pode sinalizar um acometimento do ventrículo direito por uma hipertensão pulmonar aguda. Na tomografia de tórax podemos visualizar uma área hipoatenuante em artéria pulmonar direita, compatível com um trombo obliterando tal artéria e confirmando a hipótese de TEP. Na presença de um TEP com instabilidade hemodinâmica, o tratamento de escolha é a trombólise, sendo assim, devemos procurar um fibrinolítico entre as opções e a única que consta tal medicação é a alternativa B.;A) Enoxaparina.;B) Alteplase.;C) Clopidogrel e tirofibana.;D) Drenagem de tórax.;;
UNICAMPSPSP2019R12Q16;;https://vimeo.com/434104279;" Diante do contexto apresentado, vamos pensar que esse paciente tem uma DPOC grave que requeria o uso domiciliar de oxigenoterapia. Na gasometria podemos ver uma acidose com retenção de CO2 e de bicarbonato, o que fala a favor de uma acidose respiratória crônica agudizada, já que os rins começam as reter bicarbonato para compensar o quadro de acidose após 3 a 5 dias. Dizemos que essa acidose está agudizada pois o pH está muito baixo, devido a maior retenção gerada pela descompensação da DPOC, sem a compensação equivalente de bicarbonato pelos rins. Assim, vamos analisar as alternativas: A – INCORRETA, a história de tosse com expectoração amarelada no paciente com DPOC não necessariamente caracteriza uma PAC, para isso precisamos de uma imagem radiológica; além disso, a gasometria típica da sepse é marcada por uma pCO2 baixa, devido a hiperventilação, e em casos extremos, onde haja uma hipoperfusão, podemos encontrar uma acidose metabólica as custas de ácido lático; B – INCORRETA, a alteração do sensório é provavelmente devido a carbonarcose e não é uma contraindicação absoluta para VNI, apenas se o paciente tiver indicação formal de intubação para proteção de vias aéreas, como por exemplo um Glasgow ? 8; C -  CORRETA, a VNI está comprovadamente indicada num paciente com DPOC exacerbado que retém CO2, diminuindo necessidade de intubação e morte; geralmente esperamos 2 horas para reavaliarmos o paciente e decidir se continuamos nessa abordagem ou não; D – INCORRETA, a saturação alvo na DPOC exacerbada é de 88 a 92%.";A) A história de tosse com expectoração amarelada caracteriza a pneumonia adquirida na comunidade, sendo a gasometria arterial típica da sepse.;B) A alteração sensorial, a necessidade de intubação de emergência e a parada respiratória são contraindicações absolutas para ventilação não invasiva.;C) A alteração sensorial é devida à hipercapnia, e o uso de ventilação não invasiva poderá melhorá-lo, com necessidade de reavaliação em até 2 horas.;D) A primeira conduta a ser tomada será a instalação de máscara de oxigênio visando manter a oxigenação entre 95% a 97%.;;
SESPE2018R1Q31;;https://vimeo.com/434105594;                Questão sobre paciente que desenvolveu uma grande hérnia incisional mediana, após várias reabordagens cirúrgicas, por conta de um projétil de arma de fogo em região epigástrica, há um ano. ALTERNATIVA A – INCORRETA: A técnica de Mayo é empregada para o tratamento de hérnias umbilicais. ALTERNATIVA B – INCORRETA: A técnica de Stoppa consiste no posicionamento de uma grande tela na região pré-peritoneal, protegendo ambos os lados do abdome. ALTERNATIVA C – INCORRETA: A técnica de MacVay é empregada no tratamento de hérnias femorais e consiste na aproximação entre o tendão conjunto e o ligamento de Cooper. Como consiste numa estratégia de bastante tensão, as chances de recidiva são altas. ALTERNATIVA D – CORRETA: A separação de componentes, como o próprio nome sugere, consiste na divisão dos elementos constituintes da hérnia (saco herniário, omento, órgão que esteja herniado), para poder realizar a rafia da aponeurose com maior precisão. Dessa forma, é uma ferramenta bastante eficaz no tratamento de grandes hérnias incisionais. ALTERNATIVA E – INCORRETA: A técnica laparoscópica TEP não é utilizada para reparo de hérnias incisionais.;A) Mayo;B) Stoppa;C) MacVay;D) Separação de componentes;E) Técnica laparoscópica TEP;
SESPEPE2018R11Q32;;https://vimeo.com/434115044;" A OMS regulamenta situações, com base na sua evidência, que influenciam na diminuição do risco de infecção de ferida. Assim, analisando as alternativas, temos: A – CORRETA, o fornecimento de oxigênio durante o período peroperatório está sim associada a redução da chance de infecção no pós operatório; B – INCORRETA, a antibióticoprofilaxia classicamente é feita apenas durante o período peroperatório e em algumas situações podemos expandir seu uso para até 24 horas após a cirurgia e raramente fazemos por 48 h, tendo como exemplo a cirurgia cardíaca, no entanto, isso não deve ser feito de maneira rotineira; C – CORRETA, o uso de sabão antimicrobiano é um pouco controverso, porém, quando comparada com a alternativa B, ela é mais aceitável; D – CORRETA, devemos utilizar dois tipos de soluções, a iodopolvidina ou clorexidina em suas versões degermante e alcoólica; E – CORRETA, devemos evitar a tricotomia feita pelo paciente, anteriormente recomendada de rotina, já que rompemos rompemos a barreira cutânea aumentando ainda mais o risco de infecção.";A) Oxigenioterapia peroperatória.;B) Antibioticoprofilaxia por 48 hs.;C) Banho pré-operatório com sabão antimicrobiano.;D) Preparo do sitio cirúrgico com clorexidina alcoólica.;E) Não remover pelos, apenas se necessário.;
SESPEPE2018R11Q33;;https://vimeo.com/434115131; O canal anal tem aproximadamente 2 cm de extensão e a questão diz que a lesão se localizava a 6 cm da margem anal, ou seja, a 4 cm do canal anal, constituindo uma neoplasia de reto baixo. Para as neoplasias de reto baixo devemos fazer neoadjuvância com quimioterapia e radioterapia e após isso submeter o paciente à cirurgia. Esse protocolo é feito pois precisamos diminuir esse tumor para que consigamos fazer uma anastomose adequada e uma cirurgia menos mutilante possível. Além de realizarmos a excisão de reto baixo, devemos retirar toda a gordura perirretal, chamada de mesorreto. Quando isso é feito, garantimos que os linfonodos foram juntos na peça cirúrgica. Portanto, como resposta teremos a alternativa E.;A) Cirugia +quimioterapia pós-op, se houver linfonodo positivo.;B) Cirurgia + radioterapia pós-op, se houver linfonodo positivo.;C) Quimioterapia pré-op + cirurgia com excisão do mesorreto.;D) Somente cirurgia com excisão do mesorreto.;E) Químio e radioterapia pré-op + cirurgia com excisão do mesorreto.;
SESPEPE2018R11Q34;;https://vimeo.com/434105741;                A respeito dos sinais clínicos que podem ser observados em pacientes com apendicite, seguem as assertivas. ALTERNATIVA A – INCORRETA: O sinal de Rovsing é característico da dor em fossa ilíaca direita, promovida pelo deslocamento da coluna de ar, diante da compressão da fossa ilíaca esquerda. ALTERNATIVA B – CORRETA: O sinal do psoas é representado por dor à extensão com abdução da coxa, classicamente observado em pacientes com apendicite retrocecal. ALTERNATIVA C – INCORRETA: O sinal do obturador corresponde a dor em hipogástrio, após flexão da coxa e rotação interna do quadril, classicamente encontrado em pacientes com quadro de apendicite pélvica. ALTERNATIVA D – INCORRETA: O sinal do candelabro está associado à dor à mobilização do colo, observada em pacientes com DIPA. ALTERNATIVA E – INCORRETA: O sinal de Dunphy representa a dor em fossa ilíaca direita diante do ato de tossir.;A) Rovsing;B) Psoas;C) Obturador;D) Chandelier;E) Dunphy;
SESPEPE2018R11Q35;;https://vimeo.com/434115209; Toda vez que estivermos na emergência e chegar um paciente com hemorragia digestiva alta a primeira coisa que deve ser feita é a estabilização hemodinâmica. Diante de um paciente como esse, hepatopata, com uma hemorragia digestiva alta, devemos levantar a hipótese de sangramento de origem varicosa. No entanto, mesmo essa sendo uma importante causa de sangramento nessa população, não é a principal, a maioria dos autores apontam as úlceras pépticas como as principais responsáveis pelo sangramento digestivo alto nesses pacientes. Por isso, como inicialmente não sabemos a exata causa do sangramento, devemos proceder com a administração de um inibidor de bomba de prótons, o omeprazol. Não podendo afastar a causa varicosa, vamos acrescentar a nossa prescrição um vasoconstrictor esplâncnico, podendo ser usado o octreotide, a terlipressina e a somatostatina, que vão atuar diminuindo a pressão no sistema porta. Além disso, todo paciente cirrótico que sangra deve realizar profilaxia para peritonite bacteriana espontânea com antibioticoterapia, podendo ser feita a ceftriaxona por 7 dias, que corresponde ao período de reestabelecimento da volemia, diminuindo assim o risco de queda na perfusão intestinal e translocação bacteriana. Concluímos assim que a resposta é a alternativa A.;A) Cefriaxona, octreotide, omeprazol.;B) Adrenalina, bloq. canais de Ca++, vasopressina.;C) Terlipressina, betabloqueador venoso, sucralfato.;D) Nitrato, vancomicina e vasopressina.;E) Treonina, hidróxido de Al+++, crioprecipitado.;
PSUMGMG2019R11Q31;;https://vimeo.com/434114575; Ao analisarmos a gasometria, verificamos um pH alto (normal entre 7,35 e 7,45), indicando uma alcalose, que acontece devido a um aumento do bicarbonato (normal: 22 – 28), portanto uma alcalose metabólica. Diante de um distúrbio metabólico o nosso organismo tende a compensar sob o ponto de vista respiratório e para avaliarmos se essa compensação está acontecendo devemos calcular a pCO2 esperada para esse paciente (pCO2 esperada= bicarbonato + 15) é de 45. Como a pCO2 está maior do que a esperada podemos concluir que esse paciente tem também uma acidose respiratória. Assim, a melhor resposta é a alternativa C.;A) Acidose metabólica e alcalose respiratória.;B) Acidose metabólica não compensada.;C) Alcalose metabólica e acidose respiratória.;D) Alcalose metabólica mista.;;
PSUMGMG2019R11Q32;;https://vimeo.com/434114660;" A classificação de Clark não é tão utilizada no dia a dia, devemos focar mais na classificação de Breslow. Essa classificação avalia a profundidade de invasão daquela lesão. Nos pacientes que tiverem um Breslow de até 1 mm, precisamos dar 1 cm de margem na realização da biópsia, já nos que tem um Breslow de 1 até 2 mm, precisamos dar uma margem de 1 a 2 cm. Por fim, nos pacientes que tem &gt; 2mm de profundidade, devemos dar uma margem cirúrgica de 2 cm. Como o paciente da questão tem uma margem lateral comprometida, deve ser realizada uma ampliação da margem para 1 cm. A pesquisa de linfonodo sentinela está indicada na presença de um Clark de 4 a 5, um Breslow &gt; 8 mm ou na presença de uma lesão ulcerada. Assim, para essa paciente, estava indicada apenas a ampliação de margens cirúrgicas, já que ela não apresentava critérios para outros procedimentos (alternativa C).";A) Tratamento cirúrgico com ampliação de margens na topografia da lesão inicial associada à realização de linfadenectomia axilar direita.;B) Tratamento cirúrgico com ampliação de margens na topografia da lesão inicial, com a realização prévia de linfocintilografia e pesquisa de linfonodo sentinela.;C) Tratamento cirúrgico com ampliação de margens na topografia da lesão inicial não estando indicados outros procedimentos adicionais.;D) Tratamento conservador: seguimento clínico e, em caso de recidiva macroscópica da lesão realizar excisão cirúrgica com margens ampliadas.;;
